Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;Dato;Tid;Prøvetagningsnummer;Prøvenummer;Dybde (m);Prøvetagningsudstyr;Prøveredskabsareal (cm2);Prøvebemærkninger;Pprøvtagnings Breddegrad;Prøvetagnings Længdegrad;Provetagnings X_UTM;Proevetagnings Y_UTM;Artsrække;Artsnavn;Antal (stk);Biomasse vådvægt (g);Biomasse tørvægt (g);Askefri tørvægt (g);Kontrol;Kvalitet;Kvalitetsnote
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"29";"1";"2,6";"Haps";"143";"";"54,85525";"10,9961333333333";"628140";"6080510";"Mollusca";"Mytilus edulis";"1";"0,0008";"0,0005";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"29";"1";"2,6";"Haps";"143";"";"54,85525";"10,9961333333333";"628140";"6080510";"Mollusca";"Mya arenaria";"3";"25,8171";"15,6362";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"29";"1";"2,6";"Haps";"143";"";"54,85525";"10,9961333333333";"628140";"6080510";"Annelida";"Pygospio elegans";"38";"0,1911";"0,1329";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"29";"1";"2,6";"Haps";"143";"";"54,85525";"10,9961333333333";"628140";"6080510";"Arthropoda";"Cyathura carinata";"2";"0,0072";"0,0018";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"29";"1";"2,6";"Haps";"143";"";"54,85525";"10,9961333333333";"628140";"6080510";"Annelida";"Polydora cornuta";"9";"0,0061";"0,0013";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"29";"1";"2,6";"Haps";"143";"";"54,85525";"10,9961333333333";"628140";"6080510";"Annelida";"Tubificoides benedii";"1";"0,0007";"0,0001";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"29";"1";"2,6";"Haps";"143";"";"54,85525";"10,9961333333333";"628140";"6080510";"Arthropoda";"Microdeutopus gryllotalpa";"6";"0,0058";"0,0006";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"29";"1";"2,6";"Haps";"143";"";"54,85525";"10,9961333333333";"628140";"6080510";"Annelida";"Fabricia stellaris";"1";"0,0005";"0,0001";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"29";"1";"2,6";"Haps";"143";"";"54,85525";"10,9961333333333";"628140";"6080510";"Annelida";"Alitta succinea";"6";"0,1176";"0,0186";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"29";"1";"2,6";"Haps";"143";"";"54,85525";"10,9961333333333";"628140";"6080510";"Annelida";"Baltidrilus costatus";"1";"0,0004";"0,0001";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"30";"1";"1,7";"Haps";"143";"";"54,8564833333333";"11,0078333333333";"628887";"6080668";"Annelida";"Pygospio elegans";"28";"0,1554";"0,118";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"30";"1";"1,7";"Haps";"143";"";"54,8564833333333";"11,0078333333333";"628887";"6080668";"Annelida";"Polydora cornuta";"1";"0,0037";"0,0022";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"30";"1";"1,7";"Haps";"143";"";"54,8564833333333";"11,0078333333333";"628887";"6080668";"Arthropoda";"Chironomidae indet.";"1";"0,001";"0,0001";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"30";"1";"1,7";"Haps";"143";"";"54,8564833333333";"11,0078333333333";"628887";"6080668";"Mollusca";"Peringia ulvae";"3";"0,0032";"0,0021";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"31";"1";"1,5";"Haps";"143";"";"54,85655";"11,00425";"628657";"6080669";"Annelida";"Arenicola marina";"2";"2,0169";"1,0599";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"31";"1";"1,5";"Haps";"143";"";"54,85655";"11,00425";"628657";"6080669";"Annelida";"Pygospio elegans";"18";"0,0618";"0,054";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"31";"1";"1,5";"Haps";"143";"";"54,85655";"11,00425";"628657";"6080669";"Annelida";"Hediste diversicolor";"1";"0,062";"0,0055";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"31";"1";"1,5";"Haps";"143";"";"54,85655";"11,00425";"628657";"6080669";"Annelida";"Marenzelleria viridis";"1";"0,0273";"0,009";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"31";"1";"1,5";"Haps";"143";"";"54,85655";"11,00425";"628657";"6080669";"Annelida";"Alitta succinea";"1";"0,2439";"0,0443";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"31";"1";"1,5";"Haps";"143";"";"54,85655";"11,00425";"628657";"6080669";"Annelida";"Baltidrilus costatus";"3";"0,0014";"0,0003";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"31";"1";"1,5";"Haps";"143";"";"54,85655";"11,00425";"628657";"6080669";"Mollusca";"Peringia ulvae";"3";"0,0037";"0,0023";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"32";"1";"1,55";"Haps";"143";"";"54,8565166666667";"10,9996";"628359";"6080657";"Annelida";"Pygospio elegans";"10";"0,0168";"0,0146";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"32";"1";"1,55";"Haps";"143";"";"54,8565166666667";"10,9996";"628359";"6080657";"Arthropoda";"Cyathura carinata";"4";"0,0379";"0,0101";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"32";"1";"1,55";"Haps";"143";"";"54,8565166666667";"10,9996";"628359";"6080657";"Annelida";"Polydora cornuta";"1";"0,0009";"0,0001";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"32";"1";"1,55";"Haps";"143";"";"54,8565166666667";"10,9996";"628359";"6080657";"Arthropoda";"Microdeutopus gryllotalpa";"3";"0,0051";"0,0002";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"32";"1";"1,55";"Haps";"143";"";"54,8565166666667";"10,9996";"628359";"6080657";"Annelida";"Alitta succinea";"1";"0,0582";"0,0052";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"32";"1";"1,55";"Haps";"143";"";"54,8565166666667";"10,9996";"628359";"6080657";"Annelida";"Baltidrilus costatus";"7";"0,0019";"0,001";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"33";"1";"2,4";"Haps";"143";"";"54,8565166666667";"10,9959833333333";"628127";"6080650";"Mollusca";"Mya arenaria";"1";"0,0019";"0,0013";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"33";"1";"2,4";"Haps";"143";"";"54,8565166666667";"10,9959833333333";"628127";"6080650";"Annelida";"Pygospio elegans";"4";"0,0138";"0,0116";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"33";"1";"2,4";"Haps";"143";"";"54,8565166666667";"10,9959833333333";"628127";"6080650";"Annelida";"Tubificoides benedii";"0";"0,0001";"0,0001";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"33";"1";"2,4";"Haps";"143";"";"54,8565166666667";"10,9959833333333";"628127";"6080650";"Mollusca";"Peringia ulvae";"2";"0,0022";"0,0015";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"34";"1";"2,2";"Haps";"143";"";"54,8576666666667";"11,0098333333333";"629012";"6080804";"Annelida";"Capitella capitata";"1";"0,0004";"0,0003";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"34";"1";"2,2";"Haps";"143";"";"54,8576666666667";"11,0098333333333";"629012";"6080804";"Annelida";"Heteromastus filiformis";"1";"0,0184";"0,0058";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"34";"1";"2,2";"Haps";"143";"";"54,8576666666667";"11,0098333333333";"629012";"6080804";"Annelida";"Pygospio elegans";"37";"0,2598";"0,1859";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"34";"1";"2,2";"Haps";"143";"";"54,8576666666667";"11,0098333333333";"629012";"6080804";"Annelida";"Polydora cornuta";"2";"0,0043";"0,0007";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"34";"1";"2,2";"Haps";"143";"";"54,8576666666667";"11,0098333333333";"629012";"6080804";"Annelida";"Tubificoides benedii";"9";"0,0156";"0,0032";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"34";"1";"2,2";"Haps";"143";"";"54,8576666666667";"11,0098333333333";"629012";"6080804";"Arthropoda";"Chironomidae indet.";"8";"0,036";"0,0046";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"34";"1";"2,2";"Haps";"143";"";"54,8576666666667";"11,0098333333333";"629012";"6080804";"Annelida";"Alitta succinea";"1";"0,0194";"0,0042";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"34";"1";"2,2";"Haps";"143";"";"54,8576666666667";"11,0098333333333";"629012";"6080804";"Annelida";"Baltidrilus costatus";"2";"0,0006";"0,0001";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"34";"1";"2,2";"Haps";"143";"";"54,8576666666667";"11,0098333333333";"629012";"6080804";"Mollusca";"Ecrobia ventrosa";"1";"0,002";"0,0011";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"34";"1";"2,2";"Haps";"143";"";"54,8576666666667";"11,0098333333333";"629012";"6080804";"Mollusca";"Peringia ulvae";"4";"0,0042";"0,0025";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Annelida";"Capitella capitata";"2";"0,0012";"0,0001";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Annelida";"Heteromastus filiformis";"2";"0,0341";"0,008";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Arthropoda";"Jaera albifrons";"1";"0,0022";"0,0001";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Annelida";"Pygospio elegans";"32";"0,111";"0,0809";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Arthropoda";"Corophium insidiosum";"5";"0,0044";"0,0006";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Annelida";"Hediste diversicolor";"1";"0,1642";"0,0249";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Annelida";"Tubificoides benedii";"15";"0,016";"0,0027";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Arthropoda";"Gammarus locusta";"1";"0,0236";"0,002";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Arthropoda";"Microdeutopus gryllotalpa";"19";"0,0177";"0,0032";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Arthropoda";"Carcinus maenas";"0";"0,0426";"0,0234";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Arthropoda";"Chironomidae indet.";"12";"0,0392";"0,0048";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Annelida";"Marenzelleria viridis";"8";"0,1912";"0,0388";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Arthropoda";"Heterotanais oerstedii";"5";"0,0013";"0,0003";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Annelida";"Alitta succinea";"3";"0,0832";"0,0108";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"35";"1";"1,7";"Haps";"143";"";"54,8576833333333";"11,0063333333333";"628787";"6080799";"Annelida";"Baltidrilus costatus";"16";"0,0068";"0,0014";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"36";"1";"1,5";"Haps";"143";"";"54,8576";"11,0024";"628535";"6080782";"Annelida";"Heteromastus filiformis";"1";"0,0199";"0,0049";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"36";"1";"1,5";"Haps";"143";"";"54,8576";"11,0024";"628535";"6080782";"Mollusca";"Mya arenaria";"1";"5,0388";"3,0308";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"36";"1";"1,5";"Haps";"143";"";"54,8576";"11,0024";"628535";"6080782";"Annelida";"Eteone longa";"1";"0,0025";"0,0002";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"36";"1";"1,5";"Haps";"143";"";"54,8576";"11,0024";"628535";"6080782";"Annelida";"Pygospio elegans";"8";"0,0298";"0,0242";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"36";"1";"1,5";"Haps";"143";"";"54,8576";"11,0024";"628535";"6080782";"Arthropoda";"Bathyporeia pilosa";"1";"0,0047";"0,0009";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"36";"1";"1,5";"Haps";"143";"";"54,8576";"11,0024";"628535";"6080782";"Annelida";"Marenzelleria viridis";"1";"0,0414";"0,0128";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"36";"1";"1,5";"Haps";"143";"";"54,8576";"11,0024";"628535";"6080782";"Annelida";"Alitta succinea";"2";"0,0856";"0,0119";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"36";"1";"1,5";"Haps";"143";"";"54,8576";"11,0024";"628535";"6080782";"Annelida";"Alitta virens";"1";"0,9513";"0,1094";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"36";"1";"1,5";"Haps";"143";"";"54,8576";"11,0024";"628535";"6080782";"Annelida";"Baltidrilus costatus";"1";"0,0006";"0,0001";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"36";"1";"1,5";"Haps";"143";"";"54,8576";"11,0024";"628535";"6080782";"Mollusca";"Ecrobia ventrosa";"1";"0,0009";"0,0004";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"36";"1";"1,5";"Haps";"143";"";"54,8576";"11,0024";"628535";"6080782";"Mollusca";"Peringia ulvae";"3";"0,0028";"0,0013";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Annelida";"Capitella capitata";"1";"0,0006";"0,0003";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Annelida";"Heteromastus filiformis";"1";"0,0164";"0,0053";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Mollusca";"Mya arenaria";"2";"0,7965";"0,4937";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Annelida";"Pygospio elegans";"38";"0,1124";"0,0902";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Arthropoda";"Cyathura carinata";"4";"0,0217";"0,005";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Annelida";"Polydora cornuta";"3";"0,0023";"0,0005";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Annelida";"Tubificoides benedii";"1";"0,0017";"0,0006";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Arthropoda";"Microdeutopus gryllotalpa";"3";"0,0016";"0,0005";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Annelida";"Marenzelleria viridis";"1";"0,0063";"0,003";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Annelida";"Alitta succinea";"8";"0,4149";"0,0559";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Annelida";"Baltidrilus costatus";"3";"0,001";"0,0003";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"37";"1";"1,7";"Haps";"143";"";"54,8577";"10,9987166666667";"628298";"6080787";"Mollusca";"Peringia ulvae";"4";"0,0036";"0,0021";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"38";"1";"2,1";"Haps";"143";"";"54,8577166666667";"10,9950333333333";"628062";"6080782";"Annelida";"Pygospio elegans";"7";"0,0214";"0,016";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"38";"1";"2,1";"Haps";"143";"";"54,8577166666667";"10,9950333333333";"628062";"6080782";"Arthropoda";"Cyathura carinata";"5";"0,0243";"0,0047";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"38";"1";"2,1";"Haps";"143";"";"54,8577166666667";"10,9950333333333";"628062";"6080782";"Annelida";"Hediste diversicolor";"1";"0,0135";"0,0019";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"38";"1";"2,1";"Haps";"143";"";"54,8577166666667";"10,9950333333333";"628062";"6080782";"Annelida";"Polydora cornuta";"1";"0,0016";"0,0007";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
"Nakskov Fjord";"96420201";"BF Nakskov Fjord - Hvidegrund";"20230511";"1200";"38";"1";"2,1";"Haps";"143";"";"54,8577166666667";"10,9950333333333";"628062";"6080782";"Annelida";"Tubificoides benedii";"1";"0,0014";"0,0007";"";"C, Faglig kontrol";"Godkendt";"2024-02-14 11:27/Manual"
